,X,Y,AP1 RTT(mm),AP6 RTT(mm),AP7 RTT(mm),AP1 RSS(dBm),AP6 RSS(dBm),AP7 RSS(dBm),LOS APs
309,-2.0,0.0,1164.0,2626.0,2188.0,-52.0,-64.0,-61.0,1 6
310,-2.0,0.0,1101.0,2629.0,2033.0,-52.0,-66.0,-60.0,1 6
311,-2.0,0.0,979.0,2741.0,2186.0,-52.0,-66.0,-61.0,1 6
312,-2.0,0.0,1426.0,2690.0,2183.0,-52.0,-64.0,-61.0,1 6
313,-2.0,0.0,1164.0,2961.0,1811.0,-52.0,-65.0,-60.0,1 6
314,-2.0,0.0,1187.0,3008.0,2005.0,-52.0,-66.0,-60.0,1 6
315,-2.0,0.0,904.0,2826.0,2038.0,-52.0,-65.0,-61.0,1 6
316,-2.0,0.0,1243.0,2998.0,2008.0,-52.0,-65.0,-59.0,1 6
317,-2.0,0.0,1218.0,2542.0,2099.0,-52.0,-65.0,-61.0,1 6
318,-2.0,0.0,1536.0,2683.0,2015.0,-53.0,-65.0,-61.0,1 6
319,-2.0,0.0,899.0,2680.0,2043.0,-52.0,-65.0,-61.0,1 6
320,-2.0,0.0,1454.0,2542.0,2026.0,-52.0,-65.0,-61.0,1 6
321,-2.0,0.0,812.0,2713.0,2073.0,-52.0,-65.0,-61.0,1 6
322,-2.0,0.0,1248.0,2779.0,1977.0,-52.0,-65.0,-61.0,1 6
323,-2.0,0.0,1302.0,2392.0,2107.0,-52.0,-65.0,-61.0,1 6
324,-2.0,0.0,1286.0,2748.0,2038.0,-52.0,-64.0,-62.0,1 6
325,-2.0,0.0,1431.0,2622.0,1893.0,-52.0,-65.0,-62.0,1 6
326,-2.0,0.0,1251.0,2626.0,2108.0,-52.0,-65.0,-61.0,1 6
327,-2.0,0.0,1515.0,2898.0,1923.0,-52.0,-65.0,-61.0,1 6
328,-2.0,0.0,1246.0,2748.0,2142.0,-51.0,-65.0,-62.0,1 6
329,-2.0,0.0,1457.0,2917.0,1949.0,-51.0,-65.0,-61.0,1 6
330,-2.0,0.0,1307.0,2772.0,1893.0,-51.0,-65.0,-60.0,1 6
331,-2.0,0.0,1335.0,2926.0,2181.0,-51.0,-65.0,-61.0,1 6
332,-2.0,0.0,1511.0,2804.0,2151.0,-52.0,-65.0,-61.0,1 6
333,-2.0,0.0,1304.0,2861.0,1776.0,-52.0,-64.0,-61.0,1 6
334,-2.0,0.0,1199.0,2828.0,1862.0,-52.0,-64.0,-61.0,1 6
335,-2.0,0.0,1457.0,2830.0,2153.0,-52.0,-65.0,-60.0,1 6
336,-2.0,0.0,1330.0,2774.0,1977.0,-52.0,-65.0,-61.0,1 6
337,-2.0,0.0,1405.0,2387.0,2068.0,-52.0,-64.0,-60.0,1 6
338,-2.0,0.0,1185.0,2802.0,2139.0,-52.0,-65.0,-61.0,1 6
339,-2.0,0.0,1281.0,3072.0,2068.0,-51.0,-64.0,-61.0,1 6
340,-2.0,0.0,1154.0,2980.0,2067.0,-52.0,-65.0,-60.0,1 6
341,-2.0,0.0,1361.0,2242.0,2145.0,-52.0,-65.0,-61.0,1 6
342,-2.0,0.0,1093.0,2835.0,1923.0,-52.0,-65.0,-61.0,1 6
343,-2.0,0.0,833.0,2542.0,1949.0,-51.0,-65.0,-60.0,1 6
344,-2.0,0.0,1433.0,2633.0,1956.0,-52.0,-65.0,-61.0,1 6
345,-2.0,0.0,1368.0,2502.0,2176.0,-51.0,-65.0,-61.0,1 6
346,-2.0,0.0,1044.0,2598.0,2145.0,-52.0,-64.0,-61.0,1 6
347,-2.0,0.0,1391.0,2511.0,1834.0,-51.0,-65.0,-61.0,1 6
348,-2.0,0.0,1365.0,2807.0,2134.0,-52.0,-65.0,-62.0,1 6
349,-2.0,0.0,1164.0,2577.0,2111.0,-52.0,-65.0,-61.0,1 6
350,-2.0,0.0,1168.0,2596.0,1778.0,-52.0,-65.0,-61.0,1 6
351,-2.0,0.0,1281.0,2336.0,1949.0,-52.0,-65.0,-61.0,1 6
352,-2.0,0.0,1393.0,2420.0,1923.0,-52.0,-65.0,-61.0,1 6
353,-2.0,0.0,1075.0,2601.0,2099.0,-52.0,-64.0,-60.0,1 6
354,-2.0,0.0,1405.0,2856.0,1923.0,-52.0,-65.0,-61.0,1 6
355,-2.0,0.0,1190.0,2563.0,2264.0,-52.0,-66.0,-61.0,1 6
356,-2.0,0.0,1051.0,2748.0,1865.0,-51.0,-65.0,-61.0,1 6
357,-2.0,0.0,1185.0,2741.0,1954.0,-52.0,-65.0,-60.0,1 6
358,-2.0,0.0,1314.0,2338.0,2145.0,-52.0,-65.0,-62.0,1 6
359,-2.0,0.0,1454.0,2870.0,2151.0,-52.0,-65.0,-60.0,1 6
360,-2.0,2.0,1714.0,3976.0,1246.0,-53.0,-71.0,-63.0,1
361,-2.0,2.0,1864.0,3744.0,953.0,-53.0,-71.0,-64.0,1
362,-2.0,2.0,1951.0,4063.0,1112.0,-54.0,-72.0,-65.0,1
363,-2.0,2.0,1914.0,4136.0,1307.0,-55.0,-73.0,-64.0,1
364,-2.0,2.0,2071.0,3852.0,1668.0,-51.0,-74.0,-63.0,1
365,-2.0,2.0,2195.0,3341.0,1136.0,-53.0,-72.0,-66.0,1
366,-2.0,2.0,2176.0,3798.0,1070.0,-53.0,-72.0,-66.0,1
367,-2.0,2.0,2192.0,3604.0,958.0,-53.0,-72.0,-65.0,1
368,-2.0,2.0,2264.0,3149.0,876.0,-53.0,-72.0,-65.0,1
369,-2.0,2.0,2099.0,3456.0,1101.0,-53.0,-72.0,-65.0,1
370,-2.0,2.0,2165.0,3271.0,1225.0,-52.0,-73.0,-64.0,1
371,-2.0,2.0,2279.0,3247.0,878.0,-53.0,-73.0,-65.0,1
372,-2.0,2.0,2192.0,3205.0,932.0,-53.0,-75.0,-66.0,1
373,-2.0,2.0,2026.0,3447.0,751.0,-53.0,-75.0,-66.0,1
374,-2.0,2.0,2107.0,3123.0,1131.0,-53.0,-75.0,-65.0,1
375,-2.0,2.0,1951.0,3597.0,960.0,-54.0,-75.0,-65.0,1
376,-2.0,2.0,1920.0,4124.0,1101.0,-54.0,-73.0,-64.0,1
377,-2.0,2.0,1839.0,3974.0,1049.0,-55.0,-72.0,-63.0,1
378,-2.0,2.0,1957.0,4014.0,1541.0,-54.0,-71.0,-63.0,1
379,-2.0,2.0,1998.0,3629.0,1602.0,-54.0,-71.0,-65.0,1
380,-2.0,2.0,1942.0,3885.0,1049.0,-53.0,-69.0,-65.0,1
381,-2.0,2.0,2261.0,3327.0,1070.0,-54.0,-70.0,-66.0,1
382,-2.0,2.0,1989.0,3838.0,899.0,-54.0,-72.0,-68.0,1
383,-2.0,2.0,1893.0,4292.0,1190.0,-54.0,-71.0,-67.0,1
384,-2.0,2.0,2312.0,3972.0,1133.0,-53.0,-70.0,-64.0,1
385,-2.0,2.0,2425.0,3784.0,1574.0,-53.0,-72.0,-64.0,1
386,-2.0,2.0,2043.0,3618.0,1401.0,-53.0,-71.0,-64.0,1
387,-2.0,2.0,2132.0,3915.0,1283.0,-53.0,-72.0,-64.0,1
388,-2.0,2.0,2301.0,3660.0,1667.0,-53.0,-71.0,-64.0,1
389,-2.0,2.0,2277.0,3625.0,1335.0,-53.0,-71.0,-65.0,1
390,-2.0,2.0,2458.0,3965.0,1070.0,-53.0,-71.0,-65.0,1
391,-2.0,2.0,2270.0,4063.0,1776.0,-53.0,-71.0,-65.0,1
392,-2.0,2.0,2423.0,3477.0,1342.0,-53.0,-72.0,-64.0,1
393,-2.0,2.0,2158.0,3641.0,1248.0,-53.0,-72.0,-64.0,1
394,-2.0,2.0,2186.0,3643.0,1607.0,-53.0,-72.0,-65.0,1
395,-2.0,2.0,2417.0,3789.0,1368.0,-53.0,-72.0,-64.0,1
396,-2.0,2.0,2389.0,3883.0,1633.0,-53.0,-72.0,-64.0,1
397,-2.0,2.0,2125.0,3890.0,1726.0,-53.0,-72.0,-64.0,1
398,-2.0,2.0,2379.0,3768.0,1187.0,-52.0,-71.0,-63.0,1
399,-2.0,2.0,2336.0,3212.0,1485.0,-53.0,-71.0,-64.0,1
400,-2.0,2.0,2094.0,4037.0,1506.0,-53.0,-72.0,-64.0,1
401,-2.0,2.0,2275.0,3918.0,1131.0,-53.0,-72.0,-64.0,1
402,-2.0,2.0,2257.0,3861.0,1862.0,-53.0,-71.0,-64.0,1
403,-2.0,2.0,2329.0,3864.0,1276.0,-53.0,-72.0,-64.0,1
404,-2.0,2.0,2379.0,3597.0,1218.0,-53.0,-72.0,-64.0,1
405,-2.0,2.0,2160.0,3833.0,1483.0,-53.0,-72.0,-65.0,1
406,-2.0,2.0,2460.0,3508.0,1747.0,-53.0,-72.0,-64.0,1
407,-2.0,2.0,2186.0,3892.0,1342.0,-53.0,-72.0,-64.0,1
408,-2.0,2.0,2148.0,3658.0,1424.0,-53.0,-72.0,-64.0,1
409,-2.0,2.0,2458.0,4035.0,1340.0,-54.0,-72.0,-64.0,1
410,-2.0,2.0,2379.0,3857.0,1778.0,-53.0,-72.0,-64.0,1
411,-2.0,2.0,2071.0,3594.0,1368.0,-53.0,-72.0,-64.0,1
412,-2.0,2.0,2099.0,3622.0,1276.0,-53.0,-71.0,-64.0,1
413,-2.0,2.0,2188.0,3707.0,1276.0,-54.0,-72.0,-64.0,1
414,-2.0,2.0,1923.0,3683.0,1286.0,-53.0,-72.0,-64.0,1
415,-2.0,2.0,2301.0,3449.0,1698.0,-54.0,-71.0,-64.0,1
416,-2.0,2.0,2368.0,3620.0,1197.0,-54.0,-72.0,-64.0,1
417,-2.0,2.0,2251.0,3362.0,1194.0,-54.0,-72.0,-64.0,1
418,-2.0,2.0,2226.0,3442.0,1541.0,-54.0,-72.0,-63.0,1
419,-2.0,2.0,2195.0,3477.0,1574.0,-54.0,-72.0,-64.0,1
420,-2.0,2.0,2107.0,3824.0,1686.0,-54.0,-72.0,-64.0,1
421,-2.0,2.0,2226.0,3855.0,1485.0,-53.0,-72.0,-64.0,1
422,-2.0,2.0,2189.0,3386.0,1251.0,-54.0,-71.0,-64.0,1
423,-2.0,2.0,2099.0,3536.0,1543.0,-53.0,-71.0,-64.0,1
424,-2.0,2.0,2351.0,3688.0,1255.0,-53.0,-72.0,-63.0,1
425,-2.0,2.0,2339.0,3564.0,1454.0,-53.0,-71.0,-64.0,1
426,-2.0,2.0,2145.0,3925.0,1543.0,-53.0,-72.0,-64.0,1
427,-2.0,2.0,2050.0,3121.0,1192.0,-53.0,-71.0,-63.0,1
428,-2.0,2.0,2304.0,4056.0,1487.0,-54.0,-71.0,-64.0,1
429,-2.0,2.0,2261.0,3594.0,1070.0,-54.0,-72.0,-63.0,1
430,-2.0,2.0,1957.0,3594.0,1576.0,-53.0,-72.0,-63.0,1
431,-2.0,2.0,2339.0,3805.0,1485.0,-53.0,-71.0,-64.0,1
432,-2.0,2.0,2154.0,3360.0,1159.0,-53.0,-72.0,-64.0,1
433,-2.0,2.0,2304.0,3510.0,1424.0,-53.0,-72.0,-64.0,1
434,-2.0,2.0,2308.0,3557.0,1663.0,-53.0,-72.0,-64.0,1
435,-2.0,2.0,2277.0,3972.0,1597.0,-53.0,-70.0,-64.0,1
436,-2.0,2.0,2298.0,3622.0,1485.0,-53.0,-71.0,-64.0,1
437,-2.0,2.0,2223.0,3676.0,1541.0,-53.0,-72.0,-64.0,1
438,-2.0,2.0,2145.0,3620.0,1433.0,-53.0,-72.0,-64.0,1
439,-2.0,2.0,2012.0,3557.0,1433.0,-54.0,-71.0,-64.0,1
440,-2.0,2.0,2134.0,3632.0,1658.0,-53.0,-71.0,-64.0,1
441,-2.0,2.0,2192.0,3918.0,1340.0,-54.0,-72.0,-63.0,1
442,-2.0,2.0,2214.0,3540.0,1485.0,-54.0,-71.0,-64.0,1
443,-2.0,2.0,2068.0,3880.0,1276.0,-54.0,-71.0,-64.0,1
444,-2.0,2.0,2257.0,3444.0,1283.0,-54.0,-72.0,-64.0,1
445,-2.0,2.0,2277.0,3355.0,1253.0,-55.0,-71.0,-64.0,1
446,-2.0,2.0,2032.0,3622.0,1215.0,-54.0,-71.0,-64.0,1
447,-2.0,2.0,1995.0,3442.0,1457.0,-53.0,-72.0,-64.0,1
448,-2.0,2.0,2070.0,3718.0,1572.0,-54.0,-71.0,-63.0,1
449,-2.0,2.0,2348.0,3660.0,1605.0,-53.0,-71.0,-64.0,1
450,-2.0,2.0,2097.0,3646.0,1717.0,-54.0,-72.0,-64.0,1
451,-2.0,2.0,2070.0,3383.0,1628.0,-54.0,-71.0,-64.0,1
452,-2.0,2.0,2214.0,3601.0,1309.0,-54.0,-71.0,-63.0,1
453,-2.0,2.0,2270.0,3557.0,1569.0,-54.0,-71.0,-63.0,1
454,-2.0,2.0,2039.0,4007.0,1567.0,-54.0,-71.0,-64.0,1
455,-2.0,2.0,2264.0,3854.0,1131.0,-53.0,-72.0,-64.0,1
456,-2.0,2.0,1949.0,4260.0,1424.0,-54.0,-71.0,-64.0,1
457,-2.0,2.0,1926.0,4068.0,983.0,-54.0,-70.0,-64.0,1
458,-2.0,2.0,1804.0,4117.0,953.0,-55.0,-71.0,-64.0,1
459,-2.0,2.0,1957.0,3712.0,1426.0,-54.0,-70.0,-64.0,1
460,-2.0,2.0,1945.0,3941.0,1363.0,-54.0,-70.0,-64.0,1
461,-2.0,2.0,1995.0,3709.0,1305.0,-54.0,-71.0,-64.0,1
462,-2.0,2.0,1948.0,3683.0,1161.0,-55.0,-69.0,-64.0,1
463,-2.0,2.0,1954.0,3948.0,1398.0,-55.0,-71.0,-63.0,1
464,-2.0,2.0,2067.0,3529.0,1075.0,-54.0,-71.0,-63.0,1
465,-2.0,2.0,1986.0,3447.0,1426.0,-55.0,-71.0,-63.0,1
466,-2.0,2.0,1989.0,3660.0,1248.0,-54.0,-70.0,-63.0,1
467,-2.0,2.0,1764.0,3890.0,1220.0,-55.0,-71.0,-63.0,1
468,-2.0,2.0,2142.0,3688.0,1335.0,-54.0,-71.0,-63.0,1
469,-2.0,2.0,1957.0,3625.0,1490.0,-55.0,-72.0,-63.0,1
470,-2.0,2.0,2036.0,3857.0,1253.0,-54.0,-71.0,-63.0,1
471,-2.0,2.0,1989.0,3653.0,1626.0,-55.0,-71.0,-63.0,1
472,-2.0,2.0,1945.0,3681.0,1246.0,-55.0,-71.0,-63.0,1
473,-2.0,2.0,1870.0,3529.0,1251.0,-54.0,-71.0,-63.0,1
474,-2.0,2.0,1954.0,3601.0,1337.0,-54.0,-71.0,-63.0,1
475,-2.0,2.0,2192.0,3529.0,1131.0,-55.0,-71.0,-63.0,1
476,-2.0,2.0,2032.0,3543.0,1541.0,-54.0,-71.0,-63.0,1
477,-2.0,2.0,1792.0,3632.0,1532.0,-54.0,-71.0,-63.0,1
478,-2.0,2.0,2064.0,3740.0,1426.0,-55.0,-72.0,-63.0,1
479,-2.0,2.0,2098.0,3470.0,1633.0,-54.0,-72.0,-63.0,1
480,-2.0,3.0,2917.0,4123.0,1651.0,-55.0,-68.0,-60.0,1
481,-2.0,3.0,2729.0,3768.0,1917.0,-53.0,-71.0,-61.0,1
482,-2.0,3.0,2501.0,3862.0,2292.0,-57.0,-69.0,-64.0,1
483,-2.0,3.0,2545.0,3597.0,1798.0,-56.0,-73.0,-62.0,1
484,-2.0,3.0,2770.0,3981.0,1648.0,-54.0,-72.0,-64.0,1
485,-2.0,3.0,2840.0,3707.0,2220.0,-55.0,-73.0,-62.0,1
486,-2.0,3.0,2833.0,3636.0,2158.0,-56.0,-75.0,-64.0,1
487,-2.0,3.0,2387.0,4220.0,1830.0,-56.0,-73.0,-63.0,1
488,-2.0,3.0,2664.0,3733.0,1858.0,-56.0,-72.0,-62.0,1
489,-2.0,3.0,2769.0,3920.0,2023.0,-57.0,-73.0,-62.0,1
490,-2.0,3.0,2889.0,4014.0,1886.0,-57.0,-74.0,-63.0,1
491,-2.0,3.0,2774.0,3648.0,1948.0,-58.0,-73.0,-63.0,1
492,-2.0,3.0,2772.0,3437.0,2095.0,-56.0,-72.0,-64.0,1
493,-2.0,3.0,2739.0,3901.0,1879.0,-56.0,-70.0,-64.0,1
494,-2.0,3.0,2509.0,3634.0,1839.0,-55.0,-72.0,-64.0,1
495,-2.0,3.0,2565.0,3744.0,2058.0,-56.0,-71.0,-63.0,1
496,-2.0,3.0,2814.0,4126.0,2070.0,-57.0,-69.0,-63.0,1
497,-2.0,3.0,2165.0,3765.0,2220.0,-57.0,-73.0,-61.0,1
498,-2.0,3.0,2593.0,3700.0,1873.0,-56.0,-72.0,-63.0,1
499,-2.0,3.0,2676.0,3847.0,2020.0,-55.0,-72.0,-63.0,1
500,-2.0,3.0,2308.0,3868.0,1886.0,-56.0,-73.0,-64.0,1
501,-2.0,3.0,2392.0,3789.0,1954.0,-57.0,-72.0,-63.0,1
502,-2.0,3.0,2751.0,4111.0,2067.0,-56.0,-71.0,-63.0,1
503,-2.0,3.0,2830.0,3826.0,1876.0,-56.0,-71.0,-62.0,1
504,-2.0,3.0,2392.0,3908.0,1879.0,-56.0,-72.0,-63.0,1
505,-2.0,3.0,2502.0,3967.0,1876.0,-56.0,-72.0,-64.0,1
506,-2.0,3.0,2685.0,3864.0,2098.0,-56.0,-73.0,-63.0,1
507,-2.0,3.0,2591.0,4131.0,1798.0,-56.0,-72.0,-62.0,1
508,-2.0,3.0,2474.0,3833.0,1830.0,-56.0,-73.0,-62.0,1
509,-2.0,3.0,2851.0,3686.0,1879.0,-55.0,-72.0,-64.0,1
510,-2.0,3.0,2509.0,3944.0,1842.0,-56.0,-73.0,-61.0,1
511,-2.0,3.0,2964.0,3796.0,1948.0,-57.0,-71.0,-61.0,1
512,-2.0,3.0,2713.0,3601.0,1945.0,-57.0,-70.0,-63.0,1
513,-2.0,3.0,2746.0,3792.0,2026.0,-56.0,-72.0,-63.0,1
514,-2.0,3.0,2596.0,3796.0,1961.0,-55.0,-71.0,-62.0,1
515,-2.0,3.0,2769.0,3955.0,1979.0,-56.0,-71.0,-64.0,1
516,-2.0,3.0,2364.0,3751.0,1908.0,-56.0,-72.0,-62.0,1
517,-2.0,3.0,2631.0,3538.0,1945.0,-55.0,-71.0,-61.0,1
518,-2.0,3.0,2687.0,3679.0,1964.0,-55.0,-71.0,-63.0,1
519,-2.0,3.0,2751.0,3772.0,1804.0,-56.0,-71.0,-62.0,1
520,-2.0,3.0,2511.0,3864.0,1964.0,-56.0,-71.0,-62.0,1
521,-2.0,3.0,2833.0,3742.0,2079.0,-56.0,-72.0,-62.0,1
522,-2.0,3.0,2537.0,3758.0,2133.0,-56.0,-74.0,-62.0,1
523,-2.0,3.0,2967.0,3550.0,1908.0,-57.0,-71.0,-61.0,1
524,-2.0,3.0,2967.0,3890.0,1986.0,-55.0,-71.0,-62.0,1
525,-2.0,3.0,2364.0,3505.0,1767.0,-55.0,-74.0,-62.0,1
526,-2.0,3.0,2776.0,3795.0,1798.0,-57.0,-73.0,-62.0,1
527,-2.0,3.0,2713.0,3883.0,1914.0,-58.0,-73.0,-62.0,1
528,-2.0,3.0,2896.0,3721.0,1908.0,-57.0,-73.0,-62.0,1
529,-2.0,3.0,2565.0,3792.0,1983.0,-57.0,-73.0,-61.0,1
530,-2.0,3.0,2687.0,3803.0,1883.0,-56.0,-73.0,-61.0,1
531,-2.0,3.0,2542.0,3789.0,1986.0,-56.0,-73.0,-61.0,1
532,-2.0,3.0,2807.0,4126.0,2070.0,-56.0,-74.0,-62.0,1
533,-2.0,3.0,2601.0,3974.0,1836.0,-56.0,-74.0,-61.0,1
534,-2.0,3.0,2715.0,3648.0,1842.0,-56.0,-74.0,-61.0,1
535,-2.0,3.0,2943.0,3795.0,2098.0,-56.0,-74.0,-61.0,1
536,-2.0,3.0,2622.0,3632.0,2220.0,-56.0,-73.0,-62.0,1
537,-2.0,3.0,2603.0,3683.0,2073.0,-56.0,-73.0,-62.0,1
538,-2.0,3.0,2392.0,3780.0,2076.0,-56.0,-73.0,-61.0,1
539,-2.0,3.0,2392.0,3765.0,2183.0,-56.0,-73.0,-62.0,1
540,-2.0,3.0,2275.0,3686.0,2133.0,-56.0,-74.0,-61.0,1
541,-2.0,3.0,2690.0,3906.0,1917.0,-56.0,-73.0,-61.0,1
542,-2.0,3.0,2476.0,3867.0,1836.0,-56.0,-74.0,-62.0,1
543,-2.0,3.0,2425.0,3850.0,1879.0,-56.0,-73.0,-61.0,1
544,-2.0,3.0,2894.0,3749.0,1842.0,-56.0,-73.0,-61.0,1
545,-2.0,3.0,2366.0,3508.0,2064.0,-56.0,-73.0,-61.0,1
546,-2.0,3.0,2683.0,4014.0,1923.0,-56.0,-74.0,-59.0,1
547,-2.0,3.0,2385.0,3576.0,2076.0,-56.0,-73.0,-62.0,1
548,-2.0,3.0,2512.0,3717.0,2158.0,-56.0,-73.0,-61.0,1
549,-2.0,3.0,2626.0,3780.0,2139.0,-56.0,-73.0,-61.0,1
550,-2.0,3.0,2453.0,3826.0,2142.0,-55.0,-72.0,-60.0,1
551,-2.0,3.0,2680.0,3751.0,2226.0,-56.0,-74.0,-62.0,1
552,-2.0,3.0,2619.0,3688.0,2139.0,-56.0,-73.0,-62.0,1
553,-2.0,3.0,2779.0,4072.0,2226.0,-56.0,-73.0,-61.0,1
554,-2.0,3.0,2751.0,3601.0,2111.0,-56.0,-73.0,-61.0,1
555,-2.0,3.0,2596.0,3798.0,2220.0,-55.0,-74.0,-62.0,1
556,-2.0,3.0,2565.0,3777.0,2226.0,-56.0,-73.0,-61.0,1
557,-2.0,3.0,2596.0,3911.0,2223.0,-56.0,-73.0,-61.0,1
558,-2.0,3.0,2593.0,3829.0,2029.0,-56.0,-73.0,-61.0,1
559,-2.0,3.0,2633.0,4051.0,2267.0,-56.0,-73.0,-62.0,1
560,-2.0,3.0,2282.0,3585.0,2195.0,-56.0,-73.0,-61.0,1
561,-2.0,3.0,2720.0,3770.0,2073.0,-56.0,-73.0,-61.0,1
562,-2.0,3.0,2746.0,3714.0,2070.0,-55.0,-74.0,-62.0,1
563,-2.0,3.0,2767.0,3749.0,2148.0,-56.0,-73.0,-62.0,1
564,-2.0,3.0,2886.0,4012.0,2111.0,-56.0,-73.0,-61.0,1
565,-2.0,3.0,2743.0,3920.0,2108.0,-55.0,-74.0,-61.0,1
566,-2.0,3.0,2690.0,3625.0,2111.0,-56.0,-73.0,-62.0,1
567,-2.0,3.0,2687.0,3320.0,1870.0,-56.0,-73.0,-62.0,1
568,-2.0,3.0,2596.0,3855.0,2148.0,-57.0,-73.0,-62.0,1
569,-2.0,3.0,2540.0,4011.0,2073.0,-57.0,-74.0,-62.0,1
570,-2.0,3.0,2448.0,3444.0,1729.0,-57.0,-73.0,-61.0,1
571,-2.0,3.0,2425.0,3733.0,1833.0,-58.0,-72.0,-62.0,1
572,-2.0,3.0,2741.0,3801.0,1786.0,-58.0,-73.0,-62.0,1
573,-2.0,3.0,2722.0,4126.0,1798.0,-55.0,-74.0,-64.0,1
574,-2.0,3.0,2591.0,4009.0,1989.0,-56.0,-75.0,-63.0,1
575,-2.0,3.0,2840.0,4000.0,1836.0,-55.0,-75.0,-62.0,1
576,-2.0,3.0,2481.0,3867.0,1798.0,-57.0,-73.0,-62.0,1
577,-2.0,3.0,2774.0,3908.0,1986.0,-55.0,-72.0,-63.0,1
578,-2.0,3.0,2662.0,3826.0,1992.0,-57.0,-75.0,-63.0,1
579,-2.0,3.0,2726.0,3920.0,1798.0,-54.0,-71.0,-60.0,1
580,-2.0,3.0,2932.0,3676.0,1711.0,-56.0,-71.0,-60.0,1
581,-2.0,3.0,2970.0,4086.0,2058.0,-55.0,-73.0,-63.0,1
582,-2.0,3.0,2978.0,3662.0,2267.0,-55.0,-73.0,-63.0,1
583,-2.0,3.0,2964.0,3763.0,2039.0,-56.0,-72.0,-63.0,1
584,-2.0,3.0,2898.0,3873.0,1954.0,-56.0,-72.0,-63.0,1
585,-2.0,3.0,2633.0,4164.0,2120.0,-55.0,-75.0,-64.0,1
586,-2.0,3.0,3006.0,3892.0,1873.0,-55.0,-76.0,-62.0,1
587,-2.0,3.0,2361.0,3740.0,1729.0,-56.0,-77.0,-61.0,1
588,-2.0,3.0,2509.0,3867.0,1670.0,-56.0,-76.0,-61.0,1
589,-2.0,3.0,2659.0,3604.0,1670.0,-56.0,-75.0,-62.0,1
590,-2.0,3.0,2422.0,3531.0,1639.0,-56.0,-74.0,-62.0,1
591,-2.0,3.0,2685.0,3792.0,1758.0,-57.0,-73.0,-62.0,1
592,-2.0,3.0,2685.0,3866.0,1923.0,-56.0,-75.0,-63.0,1
593,-2.0,3.0,2568.0,3795.0,1804.0,-56.0,-74.0,-62.0,1
594,-2.0,3.0,3001.0,4012.0,1729.0,-55.0,-73.0,-63.0,1
595,-2.0,3.0,2715.0,3826.0,2111.0,-56.0,-72.0,-61.0,1
596,-2.0,3.0,2364.0,3658.0,2020.0,-55.0,-70.0,-61.0,1
597,-2.0,3.0,2809.0,3798.0,2026.0,-55.0,-73.0,-61.0,1
598,-2.0,3.0,2593.0,4095.0,1914.0,-56.0,-72.0,-64.0,1
599,-2.0,3.0,2626.0,3939.0,1836.0,-55.0,-73.0,-61.0,1
600,-2.0,4.0,2623.0,3642.0,2762.0,-58.0,-66.0,-69.0,1
601,-2.0,4.0,2726.0,3595.0,2962.0,-60.0,-67.0,-71.0,1
602,-2.0,4.0,2651.0,3720.0,2676.0,-62.0,-66.0,-71.0,1
603,-2.0,4.0,2273.0,3708.0,2887.0,-63.0,-67.0,-71.0,1
604,-2.0,4.0,2464.0,3633.0,2802.0,-61.0,-68.0,-71.0,1
605,-2.0,4.0,2583.0,3695.0,2690.0,-61.0,-69.0,-72.0,1
606,-2.0,4.0,2417.0,3711.0,3239.0,-62.0,-68.0,-72.0,1
607,-2.0,4.0,2029.0,3720.0,2446.0,-63.0,-66.0,-72.0,1
608,-2.0,4.0,2426.0,3820.0,3014.0,-58.0,-68.0,-72.0,1
609,-2.0,4.0,2264.0,3634.0,3243.0,-63.0,-67.0,-70.0,1
610,-2.0,4.0,2264.0,3783.0,3032.0,-60.0,-68.0,-71.0,1
611,-2.0,4.0,2379.0,3601.0,2861.0,-60.0,-68.0,-69.0,1
612,-2.0,4.0,2220.0,3642.0,1862.0,-62.0,-68.0,-70.0,1
613,-2.0,4.0,2261.0,3623.0,3123.0,-65.0,-67.0,-68.0,1
614,-2.0,4.0,2379.0,3636.0,2622.0,-59.0,-66.0,-72.0,1
615,-2.0,4.0,2467.0,3858.0,2385.0,-61.0,-67.0,-71.0,1
616,-2.0,4.0,2501.0,3670.0,2657.0,-59.0,-65.0,-70.0,1
617,-2.0,4.0,2576.0,3561.0,3006.0,-58.0,-66.0,-69.0,1
618,-2.0,4.0,2698.0,3673.0,2683.0,-59.0,-66.0,-69.0,1
619,-2.0,4.0,2542.0,3679.0,2793.0,-59.0,-66.0,-70.0,1
620,-2.0,4.0,2617.0,3601.0,2708.0,-59.0,-66.0,-71.0,1
621,-2.0,4.0,2651.0,3586.0,2647.0,-59.0,-67.0,-70.0,1
622,-2.0,4.0,2464.0,3604.0,2441.0,-59.0,-66.0,-70.0,1
623,-2.0,4.0,2658.0,3407.0,3529.0,-58.0,-66.0,-70.0,1
624,-2.0,4.0,2586.0,3595.0,3568.0,-58.0,-66.0,-70.0,1
625,-2.0,4.0,2542.0,3783.0,3060.0,-58.0,-67.0,-70.0,1
626,-2.0,4.0,2576.0,3479.0,2936.0,-59.0,-67.0,-70.0,1
627,-2.0,4.0,2583.0,3792.0,2891.0,-58.0,-66.0,-70.0,1
628,-2.0,4.0,2539.0,3667.0,2296.0,-59.0,-66.0,-70.0,1
629,-2.0,4.0,2501.0,3679.0,2561.0,-58.0,-66.0,-70.0,1
